Subj_0,88.135593220339,85.593220338983,84.7457627118644,86.4406779661017,84.7457627118644,84.7457627118644,85.593220338983,85.593220338983,86.4406779661017,86.4406779661017,88.135593220339,88.135593220339,88.135593220339,87.2881355932203,87.2881355932203,87.2881355932203,87.2881355932203,88.135593220339,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,87.2881355932203,87.2881355932203,86.4406779661017,86.4406779661017,86.4406779661017,86.4406779661017,86.4406779661017,86.4406779661017,86.4406779661017,87.2881355932203,88.135593220339,88.135593220339,88.135593220339,86.4406779661017,86.4406779661017
Subj_1,85.7142857142857,84.8739495798319,84.8739495798319,84.8739495798319,84.8739495798319,86.5546218487395,87.3949579831933,89.9159663865546,89.0756302521008,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,89.9159663865546,88.2352941176471,89.0756302521008,90.7563025210084,90.7563025210084,88.2352941176471,87.3949579831933,87.3949579831933
Subj_2,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,89.8148148148148,89.8148148148148,88.8888888888889,88.8888888888889,89.8148148148148,90.7407407407407,90.7407407407407,91.6666666666667,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,91.6666666666667,91.6666666666667,91.6666666666667,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,90.7407407407407,89.8148148148148,89.8148148148148,87.962962962963
Subj_3,78.2608695652174,79.1304347826087,79.1304347826087,79.1304347826087,80,80,80,80,80,80,79.1304347826087,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,77.3913043478261,77.3913043478261,77.3913043478261,76.5217391304348,76.5217391304348,76.5217391304348,76.5217391304348,77.3913043478261,77.3913043478261,77.3913043478261,77.3913043478261,77.3913043478261,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,78.2608695652174,79.1304347826087,79.1304347826087,80,80,80,80,80,80,80,80,80,80
Subj_4,82.4561403508772,82.4561403508772,81.5789473684211,81.5789473684211,81.5789473684211,83.3333333333333,82.4561403508772,82.4561403508772,82.4561403508772,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,82.4561403508772,80.7017543859649,80.7017543859649,81.5789473684211,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,83.3333333333333,82.4561403508772,82.4561403508772,82.4561403508772,82.4561403508772
Subj_5,81.9672131147541,83.6065573770492,85.2459016393443,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,83.6065573770492,83.6065573770492,83.6065573770492,84.4262295081967,82.7868852459016,82.7868852459016,82.7868852459016,82.7868852459016,83.6065573770492,83.6065573770492,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,85.2459016393443,85.2459016393443,85.2459016393443,85.2459016393443,85.2459016393443,85.2459016393443,85.2459016393443,85.2459016393443,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,83.6065573770492
Subj_6,88.034188034188,88.034188034188,88.034188034188,88.034188034188,87.1794871794872,87.1794871794872,88.034188034188,88.8888888888889,88.8888888888889,88.8888888888889,87.1794871794872,87.1794871794872,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,86.3247863247863,88.034188034188,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,88.034188034188,88.034188034188,87.1794871794872
Subj_7,85.0877192982456,85.0877192982456,85.0877192982456,85.0877192982456,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,85.0877192982456,85.9649122807017,84.2105263157895,84.2105263157895,82.4561403508772,82.4561403508772,82.4561403508772,81.5789473684211,81.5789473684211,81.5789473684211,80.7017543859649,80.7017543859649,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,79.8245614035088,81.5789473684211,81.5789473684211,81.5789473684211,82.4561403508772,82.4561403508772,82.4561403508772,84.2105263157895,84.2105263157895,84.2105263157895,85.0877192982456,83.3333333333333,84.2105263157895,84.2105263157895,85.0877192982456,84.2105263157895,85.0877192982456
Subj_8,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,89.5652173913043,89.5652173913043,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,88.695652173913,88.695652173913,88.695652173913,88.695652173913,88.695652173913,87.8260869565217,87.8260869565217
Subj_9,91.8918918918919,91.8918918918919,90.990990990991,90.990990990991,90.0900900900901,90.0900900900901,89.1891891891892,89.1891891891892,89.1891891891892,89.1891891891892,89.1891891891892,88.2882882882883,89.1891891891892,89.1891891891892,89.1891891891892,89.1891891891892,89.1891891891892,89.1891891891892,88.2882882882883,88.2882882882883,88.2882882882883,88.2882882882883,88.2882882882883,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,87.3873873873874,86.4864864864865,87.3873873873874,88.2882882882883,87.3873873873874,87.3873873873874,86.4864864864865,86.4864864864865,86.4864864864865,86.4864864864865,86.4864864864865,86.4864864864865,86.4864864864865
