subject_id,cv_fold,0,0.0204,0.0408,0.0612,0.0816,0.102,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.449,0.4694,0.4898,0.5102,0.5306,0.551,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.898,0.9184,0.9388,0.9592,0.9796,1
Subj_0,0,88.1356,87.2881,84.7458,84.7458,86.4407,86.4407,86.4407,88.9831,88.9831,89.8305,89.8305,89.8305,88.9831,88.1356,88.1356,88.1356,87.2881,87.2881,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,87.2881,87.2881,86.4407,86.4407,86.4407,87.2881,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,88.1356,87.2881,87.2881,86.4407,86.4407
Subj_1,0,85.7143,84.8739,85.7143,85.7143,85.7143,85.7143,85.7143,86.5546,86.5546,87.395,89.0756,89.916,89.916,89.916,89.916,89.916,89.916,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,90.7563,89.0756,89.0756,89.916,89.0756,89.0756,88.2353,88.2353,87.395
Subj_2,0,88.8889,88.8889,88.8889,89.8148,89.8148,89.8148,89.8148,89.8148,89.8148,89.8148,89.8148,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,90.7407,91.6667,90.7407,90.7407,90.7407,90.7407,90.7407,89.8148,89.8148,89.8148,87.963,87.963
Subj_3,0,78.2609,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,78.2609,78.2609,78.2609,78.2609,78.2609,78.2609,78.2609,78.2609,78.2609,78.2609,78.2609,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,79.1304,80,80,80,80,80,80,80,80,80,80,80
Subj_4,0,82.4561,82.4561,81.5789,81.5789,81.5789,81.5789,81.5789,81.5789,81.5789,81.5789,81.5789,82.4561,82.4561,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,82.4561,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,81.5789,82.4561,82.4561,82.4561,82.4561,82.4561,82.4561,82.4561
Subj_5,1,81.9672,82.7869,83.6066,85.2459,85.2459,85.2459,85.2459,85.2459,86.0656,86.0656,86.0656,86.0656,86.0656,85.2459,85.2459,85.2459,85.2459,85.2459,85.2459,86.0656,86.0656,86.0656,87.7049,87.7049,87.7049,87.7049,88.5246,88.5246,88.5246,86.8852,88.5246,88.5246,86.8852,86.8852,86.8852,86.8852,86.8852,85.2459,85.2459,86.0656,86.0656,86.0656,84.4262,84.4262,84.4262,84.4262,84.4262,84.4262,84.4262,83.6066
Subj_6,1,88.0342,88.0342,88.0342,88.0342,88.0342,87.1795,87.1795,87.1795,88.0342,86.3248,87.1795,85.4701,85.4701,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,84.6154,83.7607,83.7607,84.6154,86.3248,86.3248,86.3248,86.3248,87.1795,87.1795,87.1795,87.1795,87.1795,87.1795
Subj_7,1,85.0877,85.0877,85.0877,85.0877,84.2105,84.2105,84.2105,84.2105,84.2105,84.2105,84.2105,83.3333,83.3333,83.3333,83.3333,82.4561,82.4561,82.4561,82.4561,82.4561,82.4561,81.5789,81.5789,81.5789,81.5789,81.5789,81.5789,81.5789,82.4561,82.4561,82.4561,82.4561,82.4561,82.4561,82.4561,82.4561,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,83.3333,85.0877,85.0877,85.0877,85.0877,85.0877,85.0877
Subj_8,1,88.6957,88.6957,88.6957,88.6957,88.6957,87.8261,87.8261,87.8261,87.8261,87.8261,87.8261,88.6957,87.8261,87.8261,87.8261,87.8261,87.8261,87.8261,87.8261,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,87.8261,87.8261,87.8261,87.8261,87.8261,88.6957,88.6957,88.6957,88.6957,88.6957,88.6957,87.8261,87.8261,87.8261,87.8261,87.8261,87.8261,87.8261
Subj_9,1,91.8919,91.8919,90.991,90.991,90.991,90.991,90.991,90.991,90.991,90.991,90.991,90.991,90.0901,89.1892,89.1892,89.1892,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,88.2883,87.3874,87.3874,86.4865,86.4865,86.4865,86.4865,86.4865,87.3874,87.3874,86.4865,86.4865,86.4865,86.4865
Subj_10,2,79.3103,79.3103,79.3103,79.3103,78.4483,76.7241,76.7241,76.7241,76.7241,77.5862,76.7241,77.5862,77.5862,77.5862,76.7241,75.8621,75.8621,75.8621,75.8621,75.8621,76.7241,76.7241,76.7241,76.7241,76.7241,76.7241,76.7241,76.7241,76.7241,76.7241,76.7241,76.7241,75.8621,75.8621,76.7241,76.7241,76.7241,76.7241,77.5862,77.5862,78.4483,79.3103,79.3103,79.3103,77.5862,77.5862,77.5862,79.3103,80.1724,80.1724
Subj_11,2,93.2773,93.2773,93.2773,94.958,94.958,94.958,94.958,94.958,94.958,94.958,94.958,94.958,94.958,94.958,94.958,95.7983,95.7983,95.7983,95.7983,94.958,94.958,94.958,94.958,94.958,94.958,94.958,94.958,94.958,94.958,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,95.7983,96.6387,96.6387,96.6387,95.7983,95.7983,94.958,94.958
Subj_12,2,94.5946,94.5946,94.5946,94.5946,95.4955,94.5946,94.5946,94.5946,94.5946,93.6937,93.6937,93.6937,93.6937,92.7928,91.8919,92.7928,92.7928,92.7928,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,90.991,90.991,90.991,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,91.8919,92.7928
Subj_13,2,78.5714,80.3571,80.3571,79.4643,79.4643,79.4643,78.5714,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,75.8929,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,77.6786,78.5714,79.4643
