subject_id,cv_fold,0,0.0204,0.0408,0.0612,0.0816,0.102,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.449,0.4694,0.4898,0.5102,0.5306,0.551,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.898,0.9184,0.9388,0.9592,0.9796,1
Subj_0,0,85.593220338983,85.593220338983,86.4406779661017,88.9830508474576,89.8305084745763,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.135593220339,88.135593220339,88.135593220339,88.135593220339,88.135593220339,88.135593220339,88.135593220339,88.135593220339,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.9830508474576,88.135593220339,88.135593220339,88.135593220339,88.135593220339,87.2881355932203,88.135593220339,88.135593220339,88.9830508474576,88.9830508474576,88.135593220339,88.135593220339,88.135593220339,87.2881355932203,86.4406779661017,85.593220338983,85.593220338983
Subj_1,0,86.5546218487395,86.5546218487395,86.5546218487395,86.5546218487395,85.7142857142857,88.2352941176471,86.5546218487395,88.2352941176471,88.2352941176471,88.2352941176471,88.2352941176471,86.5546218487395,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,88.2352941176471,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.0756302521008,89.9159663865546,89.0756302521008
Subj_2,0,90.7407407407407,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,88.8888888888889,88.8888888888889,88.8888888888889,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,90.7407407407407,90.7407407407407,90.7407407407407,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,88.8888888888889,88.8888888888889,88.8888888888889,88.8888888888889,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,89.8148148148148,90.7407407407407
Subj_3,0,82.6086956521739,82.6086956521739,82.6086956521739,82.6086956521739,81.7391304347826,81.7391304347826,81.7391304347826,81.7391304347826,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,80.8695652173913,81.7391304347826,81.7391304347826,81.7391304347826,81.7391304347826,81.7391304347826,81.7391304347826,81.7391304347826,82.6086956521739,82.6086956521739,82.6086956521739
Subj_4,0,86.8421052631579,86.8421052631579,86.8421052631579,85.0877192982456,84.2105263157895,84.2105263157895,85.0877192982456,84.2105263157895,85.0877192982456,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,85.0877192982456,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,84.2105263157895,85.9649122807017,86.8421052631579,86.8421052631579
Subj_5,1,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,84.4262295081967,86.8852459016394,87.7049180327869,88.5245901639344,88.5245901639344,88.5245901639344,88.5245901639344,88.5245901639344,88.5245901639344,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,87.7049180327869,88.5245901639344,88.5245901639344,88.5245901639344,87.7049180327869,86.8852459016394,86.8852459016394,86.8852459016394,86.0655737704918,86.0655737704918,85.2459016393443,85.2459016393443,84.4262295081967,84.4262295081967,84.4262295081967
Subj_6,1,88.8888888888889,87.1794871794872,87.1794871794872,88.034188034188,88.034188034188,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,88.034188034188,87.1794871794872,88.034188034188,87.1794871794872,87.1794871794872,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.8888888888889,88.8888888888889,88.034188034188,88.8888888888889,88.8888888888889,88.8888888888889,88.034188034188,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,87.1794871794872,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.034188034188,88.034188034188,87.1794871794872,87.1794871794872,87.1794871794872,88.034188034188
Subj_7,1,82.4561403508772,82.4561403508772,81.5789473684211,81.5789473684211,81.5789473684211,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,79.8245614035088,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,80.7017543859649,81.5789473684211,81.5789473684211,82.4561403508772,83.3333333333333,83.3333333333333
Subj_8,1,86.9565217391304,88.695652173913,88.695652173913,88.695652173913,89.5652173913043,89.5652173913043,89.5652173913043,89.5652173913043,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,91.304347826087,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,90.4347826086957,89.5652173913043,89.5652173913043,88.695652173913,88.695652173913
